A.J. Bouye,playsFor,Houston Texans,2013,2016,0.8116
A.J. Bouye,playsFor,Houston Texans,1967,2031,1.0000
A.J. Edds,playsFor,Miami Dolphins,2010,2010,0.5327
A.J. Edds,playsFor,Miami Dolphins,2005,2016,0.8797
A.J. Edds,playsFor,New England Patriots,2011,2011,0.9634
A.J. Edds,playsFor,New England Patriots,1975,2012,0.8397
A.J. Edds,playsFor,Indianapolis Colts,2012,2012,0.7719
A.J. Edds,playsFor,Indianapolis Colts,2010,2025,0.9036
A.J. Edds,playsFor,Jacksonville Jaguars,2014,2014,0.6565
A.J. Edds,playsFor,Jacksonville Jaguars,1990,2063,0.9341
A.J. Feeley,playsFor,Philadelphia Eagles,2001,2003,0.6809
A.J. Feeley,playsFor,Philadelphia Eagles,1981,2013,0.9187
A.J. Feeley,playsFor,Miami Dolphins,2004,2005,0.6657
A.J. Feeley,playsFor,Miami Dolphins,1963,2041,0.8068
A.J. Feeley,playsFor,Philadelphia Eagles,2006,2008,0.8145
A.J. Feeley,playsFor,Philadelphia Eagles,1990,2041,0.8457
A.J. Feeley,playsFor,Carolina Panthers,2009,2009,0.9966
A.J. Feeley,playsFor,Carolina Panthers,1983,2011,0.9577
A.J. Feeley,playsFor,Los Angeles Rams,2010,2011,0.6454
A.J. Feeley,playsFor,Los Angeles Rams,2002,2041,0.8464
A.J. Francis,playsFor,Miami Dolphins,2013,2013,0.6800
A.J. Francis,playsFor,Miami Dolphins,2011,2025,0.8123
A.J. Francis,playsFor,Miami Dolphins,2015,2015,0.7953
A.J. Francis,playsFor,Miami Dolphins,1986,2026,0.8002
A.J. Francis,playsFor,Tampa Bay Buccaneers,2016,2016,0.5989
A.J. Francis,playsFor,Tampa Bay Buccaneers,1968,2023,0.8125
A.J. Green,playsFor,Cincinnati Bengals,2011,2016,0.6607
A.J. Green,playsFor,Cincinnati Bengals,2005,2063,0.9861
A.J. Hawk,playsFor,Green Bay Packers,2006,2014,0.6049
A.J. Hawk,playsFor,Green Bay Packers,1975,2025,0.8529
A.J. Hawk,playsFor,Cincinnati Bengals,2015,2015,0.6265
A.J. Hawk,playsFor,Cincinnati Bengals,1985,2051,0.8903
A.J. Jefferson,playsFor,Arizona Cardinals,2010,2011,0.6079
A.J. Jefferson,playsFor,Arizona Cardinals,2001,2034,0.9739
A.J. Jefferson,playsFor,Minnesota Vikings,2012,2013,0.8980
A.J. Jefferson,playsFor,Minnesota Vikings,1991,2040,0.8468
A.J. Jenkins,playsFor,San Francisco 49ers,2012,2012,0.5960
A.J. Jenkins,playsFor,San Francisco 49ers,2006,2061,0.8778
A.J. Jenkins,playsFor,Kansas City Chiefs,2013,2014,0.8436
A.J. Jenkins,playsFor,Kansas City Chiefs,1963,2019,0.8558
A.J. Johnson,playsFor,Washington Redskins,1993,1994,0.6212
A.J. Johnson,playsFor,Washington Redskins,1973,1994,0.8306
A.J. Johnson,playsFor,San Diego Chargers,1995,1995,0.7513
A.J. Johnson,playsFor,San Diego Chargers,1989,2037,0.8740
A.J. Klein,playsFor,Carolina Panthers,2013,2016,0.6536
A.J. Klein,playsFor,Carolina Panthers,1971,2047,0.8802
